"Rtalias"	"``"	"From"	"F_F"	"F_L"	"To"	"T_F"	"T_L"	"AM"	"NOON"	"PM"	"Schedule"	"Primary"			
"5241"	"524Ltd"	"Borivli Station(E)"	5.00	19.19	"A.P.M.C Sector No.19"	6.45	21.30	26	27	30	"All Days"	1			
"5241"	"524Ltd"	"Borivli Station(E)"	19.46	20.50	"Vashi Bus Station"	21.51	22.45				"All Days"	1			
"5241"	"524Ltd"	"Borivli Station(E)"	7.11	20.28	"Ghatkopar Bus Stn"	8.36	21.53	" "	" "	" "	"All Days"	1			
"5251"	"525Ltd"	"Dindoshi Depot"	5.00	19.15	"A.P.M.C.Sector-19/Vashi"	6.30	21.15	11	20	22	"Mon-Sat"	2			
"5251"	"525Ltd"	"Dindoshi Depot"	4.40		"Vashi Bus Station"	6.00					"Mon-Sat"	2			
"5251"	"525Ltd"	"Dindoshi Depot"	19.37	21.35	"Vashi Bus Station"	21.15	23.00				"Mon-Sat"	2			
"5251"	"525Ltd"	"Dindoshi Bus Station"	5.30	9.25	"A.P.M.C.Sector-19/Vashi"	7.00	11.05	15	15	14	"Sunday"	4			
"5251"	"525Ltd"	"Dindoshi Bus Station"	5.00	" "	"Vashi Bus Station"	6.30	" "				"Sunday"	4			
"5251"	"525Ltd"		5.40	21.35	"Vashi Nus Station"	11.30	23.00				"Sunday"	4			
"5251"	"525Ltd"	"Dindoshi Bus Station"	5.00	19.15	"A.P.M.C.Sector-19/Vashi"	6.30	21.15	16	16	15	"Holiday"	4			
"5251"	"525Ltd"	"Dindoshi Bus Station"	19.24	21.35	"Vashi Bus Station"	21.15	23.00				"Holiday"	4			
"5261"	"526Ltd"	"Jijamata Udyan"			"Jal Vayu Vihar/Kharghar"	4.30	5.00				"All Days"	1			
"5261"	"526Ltd"	"Deonar Depot"	0.20		"Nerul Bus Station"	0.58					"All Days"	1			
"5261"	"526Ltd"	"Jijamata Udyan"			"Nerul Bus Station"	3.40	5.15				"All Days"	1			
"5261"	"526Ltd"	"Deonar Depot"	1.55		"Nerul Bus Station"	" "					"All Days"	1			
"5331"	"533Ltd"	"Andheri Station(W)"	6.55	20.20	"A.P.M.C Sector No.19"	6.50	21.30	22	22	24	"Mon-Sat"	2			
"5331"	"533Ltd"	"Andheri Station(W)"	20.41	23.15	"Ghatkopar Depot"	6.10	7.11				"Mon-Sat"	2			
"5331"	"533Ltd"	"Ghatkopar Depot"	6.07	7.30	"A.P.M.C Sector No.19"	21.51	22.35				"Mon-Sat"	2			
"5331"	"533Ltd"	"Andheri Station(W)"	6.55	20.40	"A.P.M.C Sector No.19"	6.55	21.30	27	22	24	"Sun-Hol"	4			
"5331"	"533Ltd"	"Andheri Station(W)"	21.00	22.30	"Ghatkopar Depot"	6.10	7.13				"Sun-Hol"	4			
"5331"	"533Ltd"	"Ghatkopar Depot"	6.12	7.20	"A.P.M.C Sector No.19"	21.50	22.30				"Sun-Hol"	4			
"5451"	"545Ltd"	"Agarkar Chowk"	6.00	22.20	"Airoli Bus Station"	6.00	23.35	13	13	13	"Mon-Sat-Hol"	2			
"5451"	"545Ltd"	"Marol Depot"	5.40	6.55	"R.C.F.Colony(Bhandup Stn-E)"	" "					"Mon-Sat-Hol"	2			
"5451"	"545Ltd"	"Agarkar Chowk"	7.30	8.45	"R.C.F.Colony(Bhandup Stn-E)"	6.25	9.45				"Mon-Sat-Hol"	2			
"5451"	"545Ltd"	"Agarkar Chowk"	7.05	22.00	"Airoli Bus Station"	6.00	23.30	18	17	17	"Sunday"	4			
"5451"	"545Ltd"	"Marol Depot"	5.05	6.40	"Airoli Bus Station"						"Sunday"	4			
"6010"	601	"Poddar Park(Malad-E)"	6.20	24.00	"Vadar Pada"	6.00	23.38	10	11	14	"Mon-Sat"	2			
"6010"	601	"Poddar Park(Malad-E)"	6.22	24.00	"Vadar Pada"	6.00	23.29	18	19	19	"Sun-Hol"	4			
6020	602	"Kanjurmarg Station(W)"	7.15	21.05	"Hiranandani Bus Station"	7.38	21.27	10	8	12	"Mon-Sat-Hol"	2			
6020	602	"Kanjurmarg Station(W)"	7.15	21.10	"Hiranandani Bus Station"	7.34	21.30	20	15	14	"Sunday"	4			
"6034"	"603R"	"Amrut Nagar"	6.00	22.05	"Via R.C.F.Colony"	6.30	21.30	19	18	15	"Mon-Sat"	2			
"6034"	"603R"	"Amrut Nagar"	6.15	22.00	"Via R.C.F.Colony"	6.46	21.15	23	18	20	"Sun-Hol"	4			
"6040"	604	"Bhandup Stn.(W)"	6.23	22.00	"Kanjurmarg Station(W)"	6.05	22.20	11	14	14	"Mon-Sat"	2			
"6040"	604	"Bhandup Stn.(W)"	7.50	11.17	"Sahyadri Nagar"	7.35	11.30	13	14		"Mon-Sat"	2			
"6040"	604		16.00	0.35		16.15	0.20				"Mon-Sat"	2			
"6040"	604	"Bhandup Stn.(W)"	6.25	21.55	"Kanjurmarg Station(W)"	6.05	22.20	14	15	18	"Sun-Hol"	4			
"6040"	604	"Bhandup Stn.(W)"	22.10	0.10	"Sahyadri Nagar"	22.22	23.57				"Sun-Hol"	4			
"6050"	605	"Bhandup Station(W)"	4.35	1.45	"Tembipada "	4.15	1.30	5	6	5	"Mon-Sat"	2			
"6050"	605	"Bhandup Station(W)"	4.45	1.45	"Tembipada "	4.40	1.30	6	8	7	"Sun-Hol"	4			
"6064"	"606R"	"Bhandup Station(W)"	4.50	0.55	"Nardas Nagar"	5.01	0.38	4	5	5	"Mon-Sat"	2			
"6064"	"606R"	"Bhandup Station(W)"	7.35	11.01	"Via Kedare Chowk"	7.21	11.11				"Mon-Sat"	2			
"6064"	"606R"	"Bhandup Station(W)"	5.00	0.55	"Nardas Nagar"	4.45	0.38	10	6	5	"Sun-Hol"	4			
"6074"	"607R"	"Bhandup Station(W)"	5.15	0.55	"Tulshetpada"	5.00	0.41	16	6	6	"Mon-Sat"	2			
"6074"	"607R"	"Bhandup Station(W)"	7.38	20.25	"Milind Nagar"	7.49	20.40	12	25	16	"Mon-Sat"	2			
"6074"	"607R"	"Bhandup Station(W)"	5.45	0.55	"Tulshetpada"	5.30	0.37	13	9	8	"Sun-Hol"	4			
"6080"	608	"Kanjurmarg Station(W)"	5.55	0.05	"Hanuman Nagar"	5.40	23.51	5	7	13	"Mon-Sat"	2			
"6080"	608	"Kanjurmarg Station(W)"	6.20	0.05	"Hanuman Nagar"	6.05	23.51	9	12	" "	"Sun-Hol"	4			
"6090"	609	"Vidyavihar Bus Station"	6.35	21.45	"Kohinoor Hospital"	6.45	21.55	22	22	24	"Mon-Sat"	2			
6100	610	"Kurla Stn(E)"	6.45	19.05	"Bunter Bhavan"	6.30	19.20	15	30	15	"Mon-Sat"	2			
6100	610	"Kurla Stn(E)"	8.12	18.55	"Bunter Bhavan"	8.00	19.07	27	27	27	"Sun-Hol"	4			
"6110"	611	"Poddar Park(Malad-E)"	6.20	22.05	"Patel Nagar"	6.00	21.45	38	38	38	"All Days"	1			
"6150"	615	"Santacruz Station(E)"	6.25	21.30	"Rani Laxmi Chowk"	6.40	21.30	33	36	36	"All Days"	1			
"6184"	"618R"	"Santacruz Station(E)"	6.25	22.45	"Datta Mandir Road"	6.37	22.36	9	8	8	"Mon-Sat"	2			
"6184"	"618R"	"Santacruz Station(E)"	7.20	22.25	"Datta Mandir Road"	7.32	22.35	9	13	9	"Sunday"	4			
"6184"	"618R"	"Santacruz Station(E)"	7.20	22.25	"Datta Mandir Road"	7.32	22.35	6	9	6	"Holiday"	4			
"6194"	"619R"	"Santacruz Station(E)"	7.30	21.00	"Vidya Nagari Nehru Library"			23	48	24	"Mon-Sat"	2			
"6214"	"621R"	"Malad Station(W)"	6.15	22.40	"Ushma Nagar(Malad)"	6.00	22.24	9	12	9	"Mon-Sat"	2			
"6214"	"621R"	"Malad Station(W)"	6.35	22.40	"Ushma Nagar(Malad)"	6.20	22.26	27	18	19	"Sunday"	4			
"6214"	"621R"	"Malad Station(W)"	6.35	22.40	"Ushma Nagar(Malad)"	6.20	22.26	18	12	12	"Holiday"	4			
"6224"	"622R"	"Sainath Rd.(Malad-W)"	6.50	23.10	"Bhoomi Complex"	6.30	22.48	14	22	16	"Mon-Sat"	2			
"6224"	"622R"	"Sainath Rd.(Malad-W)"	6.50	23.10	"Bhoomi Complex"	6.30	22.47	25	20	21	"Sun-Hol"	4			
"6240"	624	"Poddar Park(Malad-E)"	6.05	1.15	"Via Appapada"	5.45	0.55	9	10	9	"Mon-Sat-Hol"	2			
"6240"	624	"Poddar Park(Malad-E)"	6.05	1.55	"Via Appapada"	5.45	0.55	10	10	9	"Sunday"	4			
6250	625	"Poddar Park(Malad-E)"	6.25	21.00	"Alaka Nagar "	6.00	21.25	13	15	14	"Mon-Sat"	2			
"6270"	627	"Andheri Station(W)"	6.25	21.25	"Moragaon"	6.45	21.13	14	20	22	"Mon-Sat"	2			
"6270"	627	"Andheri Station(W)"	13.24	15.38	"Juhu Bus Stn"	13.42	15.17				"Mon-Sat"	2			
"6270"	627	"Andheri Station(W)"	7.29	21.10	"Moragaon"	7.49	21.05	29	61	33	"Sun-Hol"	4			
"6294"	"629R"	"Borivli Station(E)"	6.25	7.15	"Ratan Nagar"	6.35	7.25	15	14	14	"Mon-Fri"	2			
"6294"	"629R"	"Borivli Station(E)"		22.35	"Ratan Nagar"	22.10	22.45				"Mon-Fri"	2			
"6294"	"629R"	"Dheeraj Upvan"	7.04	22.09	"Ratan Nagar"	7.35	22.00				"Mon-Fri"	2			
"6294"	"629R"	"Dheeraj Upvan"	7.04	22.06	"Ratan Nagar"	6.52	22.03	18	21	18	"Saturday"	3			
"6294"	"629R"	"Borivli Station(E)"	6.25	7.05	"Ratan Nagar"	6.33	9.04	18	21	18	"Saturday"	3			
"6294"	"629R"	"Borivli Station(E)"		22.35	"Ratan Nagar"	22.17	22.45				"Saturday"	3			
"6294"	"629R"	"Dheeraj Upvan"	7.16	22.02	"Ratan Nagar"	7.20	22.00	20	16	16	"Sun-Hol"	4			
"6294"	"629R"	"Borivli Stn(E)"	6.31	7.21	"Ratan Nagar"	6.40	7.10				"Sun-Hol"	4			
"6294"	"629R"	"Borivli Stn(E)"	" "	22.35	"Ratan Nagar"	22.15	22.45				"Sun-Hol"	4			
"6300"	630	"Khar Stn(W)"	7.20	21.55	"Santacruz Stn(W)"	6.50	21.25	19	29	20	"All Days"	1			
"6310"	631	"Kurla Stn(W)"	7.00	21.55	"Kurla Stn(W) ViaMasrani Estate"	7.13		15	13	27	"Mon-Sat"	2			
"6310"	631	"Kurla Stn(W)"	7.00	21.50	"Kurla Stn(W) ViaMasrani Estate"	7.13		25	27	30	"Sun-Hol"	4			
6320	632	"Kurla Stn(W)"	7.00	21.00	"Sunder Baug"	7.15	21.15	16	18	15	"All Days"	1			
"6630"	663	"Mahul Village"	6.30	20.40	"Trombay"	6.30	21.30	18	18	20	"All Days"	1			
"6640"	664	"Agarkar Chowk"	6.20	21.20	"Sadbhakti Mandir"	6.50	19.53	27	37	37	"All Days"	1			
"7001"	"700Ltd"	"Borivli Stn(E)"	5.15	23.25	"Thane Stn.(E)"	6.15	24.30	9	15	12	"Mon-Sat"	2			
"7001"	"700Ltd"	"Borivli Stn.(E)"	5.15	23.25	"Thane Stn.(E)"	6.15	24.30	10	17	10	"Sun-Hol"	4			
"7015"	"701LtdR"	"Kandivli Bus Station(E)"	5.30	22.55	"Mira Road(E)"	6.10	21.55	13	14	22	"Mon-Sat"	2			
"7015"	"701LtdR"	"Kandivli Bus Station(E)"	5.30	22.55	"Mira Road(E)"	6.10	21.55	16	19	16	"Sun-Hol"	4			
"7021"	"702Ltd"	"Borivli Station(E)"	5.10	23.00	"Ghodbunder"	5.30	23.35	14	11	" "	"Mon-Fri"	2			
"7021"	"702Ltd"	"Borivli Station(E)"	6.00	23.00	"Ghodbunder"	5.30	23.35	9	15	12	"Saturday"	3			
"7021"	"702Ltd"	"Borivli Station(E)"	5.55	22.35	"Ghodbunder"	6.15	23.00	13	14	16	"Sun-Hol"	4			
"7035"	"703LtdR"	"Samata Nagar"	6.25	23.00	"Mira Road Station"	5.40	23.40	9	10	12	"Mon-Sat"	2			
"7035"	"703LtdR"	"Samata Nagar"	6.25	23.00	"Mira Road Station"	5.50	23.40	12	13	15	"Sun-Hol"	4			
"7051"	"705Ltd"	"Jay Maharashtra nagar"	5.30	22.30	"Western Park(Kashigaon)"	6.00	23.10	15	18	16	"Mon-Fri"	2			
"7051"	"705Ltd"	"Jay Maharashtra nagar"	5.30	22.30	"Western Park(Kashigaon)"	6.00	23.10	18	23	19	"Sat-Sun-Hol"	3			
"7061"	"706Ltd"	"Marol Depot"	5.25	22.15	"Bhaynder Sttion(E)"	6.35	23.35	13	15	20	"Mon-Sat"	2			
"7061"	"706Ltd"	"Marol Depot"	5.45	21.10	"Bhayander Station(E)"	6.55	22.43	25	29	26	"Sun-Hol"	4			
"7071"	"707Ltd"	"Santacruz Depot"	4.45	21.20	"Golden Nest"	6.05	23.10	18	19	17	"Mon-Sat"	2			
"7071"	"707Ltd"	"Santacruz Depot"	10.33	15.33	"Kahimira"	12.13	17.13				"Mon-Sat"	2			
"7071"	"707Ltd"	"Santacruz Depot"	4.45	21.20	"Golden Nest"	6.05	23.00	18	20	20	"Sun-Hol"	4			
7085	"708RLtd"	"Damu Nagar Bus Station"	6.35	22.05	"Ghoddev Naka/Shirdi Junction"	7.20	21.13	18	19	19	"All Days"	1			
"7091"	"709Ltd"	"Magathane Depot"	3.30	24.40	"Bhayader Station(W)"	4.10	1.25	10	10	13	"Mon-Fri"	2			
"7091"	"709Ltd"	"Magathane Depot"	3.30	24.45	"Bhayander Station(E)"	4.10	1.25	9	12	9	"Sat-Sun-Hol"	3			
"7101"	"710Ltd"	"Jay Maharashtra nagar"	5.20	21.10	"Bhayander Station(W)"	6.05	22.05	16	22	23	"All Days"	1			
"7111"	"711Ltd"	"Gorai Creek"	10.45	19.30	"Global Pagoda"	10.50	19.10	24	26	26	"Sunday"	4			
"7181"	"718Ltd"	"Dindoshi Bus Station"	4.45	1.00	"Bhayander station (E)"	5.30	1.55	8	9	9	"All Days"	1			
"7201"	"720Ltd"	"P.Thakre Nagar Bus Stn"	6.00	20.20	"Bhayander Stn(E)"	7.20	21.55	25	30	27	"All Days"	1			
"8011"	"SPL-1"	"Chh.Shivaji Terminus"	8.10	20.20	"N.C.P.A."	8.25	20.35	2	4	2	"Mon-Fri"	2			
"8011"	"SPL-1"										"Mon-Fri"	2			
"8011"	"SPL-1"	"Chh.Shivaji Terminus"	8.15	18.55	"N.C.P.A."	8.30	19.10	3	5	5	"Saturday"	3			
"8011"	"SPL-1"										"Saturday"	3			
"8011"	"SPL-1"	"Chh.Shivaji Terminus"	8.15	18.53	"N.C.P.A."	8.30	19.05	3	6	4	"Saturday"	3			
"8011"	"SPL-1"										"Saturday"	3			
"8011"	"SPL-1"	"Chh.Shivaji Terminus"	8.15	19.00	"N.C.P.A."	8.30	19.15	3	6	4	"Holiday"	4			
"8021"	"SPL-2"	"Chh.Shivaji Terminus"	8.30	11.00	"World Trade Centre"	8.49	10.39	5		5	"Mon-Fri"	2			
"8021"	"SPL-2"		17.09	18.54		16.50	19.15				"Mon-Fri"	2			
"8021"	"SPL-2"	"Chh.Shivaji Terminus"	8.45	11.09	"World Trade Centre"	9.04	10.46	6	" "		"Saturday"	3			
8031	"SPL-3"	"Colaba Bus Stn"	8.33	19.35	"M.Phule Market"	8.00	20.15	20	36	27	"Mon-Sat"	2			
"8041"	"SPL-12"	"Chh.Shivaji Terminus"	17.15	19.20	"Free Press Journal Marg"	16.55	19.30	" "	" "	5	"Mon-Fri"	2			
"8051"	"SPL-5"	"N.C.P.A."	9.02	10.48	"M.Phule Market"	8.30	11.16	12		12	"Mon-Sat"	2			
"8051"	"SPL-5"		16.45	19.30		17.14	19.00				"Mon-Sat"	2			
8061	"SPL-6"	"R.C.Church"	7.25	19.05	"Ahilyabai Holkar Chowk"	7.00	18.55	21	32	37	"Mon-Sat"	2			
"8081"	"SPL-8"	"Ahilyabai Holkar Chowk"	8.15	10.45	"World Trade Centre"	8.34	11.04	6		10	"Mon-Fri"	2			
"8081"	"SPL-8"										"Mon-Fri"	2			
"8081"	"SPL-8"	"Ahilyabai Holkar Chowk"	8.18	11.31	"World Trade Centre"	8.37	11.10	6	13	20	"Saturday"	3			
"8081"	"SPL-8"	"Ahilyabai Holkar Chowk"	8.15	11.46	"World Trade Centre"	8.34	12.05	10	" "	" "	"Holiday"	4			
"8091"	"SPL-9"	"Ahilyabai Holkar Chowk"	8.10	19.40	"N.C.P.A."	8.18	19.32	2	5	2	"Mon-Fri"	2			
"8091"	"SPL-9"										"Mon-Fri"	2			
"8091"	"SPL-9"	"Ahilyabai Holkar Chowk"	8.20	18.16	"N.C.P.A."	8.27	18.30	3	5	9	"Saturday"	3			
"8091"	"SPL-9"	"Ahilyabai Holkar Chowk"	8.10	12.10	"N.C.P.A."	8.17	11.58	3	6	19	"Holiday"	4			
"8091"	"SPL-9"	"Ahilyabai Holkar Chowk"	13.18	18.27	"N.C.P.A."	13.10	18.37				"Holiday"	4			
