RouteNo	BusesAM	BusesNoon	BusesPM	RouteType	Depot	FromStop	FirstFrom	LastFrom	ToStop	FirstTo	LastTo	RouteSpan	Runtime7to11	Runtime11to17	Runtime17toEnd	RuntimeNight	HeadwayUpto7	Headway7to11	Headway11to17	Headway17to20	Headway20toLast	ReliefPoint	TravelTime	Schedule
601	5	4	6	MD	DIN	Poddar Park(Malad-E)	6.20	24.00	Vadar Pada	6.00	23.38	4.0	20	28	33	39	14	10	11	14	17	Poddar Park(Malad-E)	25	MS&HOL
	3	3	4	MD	DIN	Poddar Park(Malad-E)	6.22	24.00	Vadar Pada	6.00	23.29	4.0	20	23	28	14	15	18	19	19	14	Poddar Park(Malad-E)	25	SUN
602	7	6	7	MD	VKD	Kanjurmarg Station(W)	6.00	20.40	Hiranandani Bus Station	6.20	23.00	5.2	24	27	23	27	11	8	8	7	7	Kanjurmarg Station(W)	20	MS&HOL
	3	3	3	MD	VKD	Kanjurmarg Station(W)	7.15	21.10	Hiranandani Bus Station	7.34	21.30	5.2	19	20	 	 	 	20	15	14	20	Kanjurmarg Station(W)	20	SUN
603R	5	4	5	SD	VKD	Amrut Nagar	6.00	22.05	Via R.C.F.Colony	6.30	21.35	20.2	33	35	45		15	19	18	15	19	Amrut Nagar	20	MS
	4	3	4	SD	VKD	Amrut Nagar	6.15	22.00	Via R.C.F.Colony	6.46	21.15	20.2	33	35	 		17	23	18	20	25	Amrut Nagar	20	SH
604	4	3	4	MD	VKD	Bhandup Stn.(W)	6.23	22.00	Kanjurmarg Station(W)	6.05	22.20	3.4	16	19	21	25	13	11	14	14	15	Kanjurmarg Station(W)	20	MS
	1	0	1	MD	VKD	Bhandup Stn.(W)	7.50	11.17	Sahyadri Nagar	7.35	11.30		12	15				26	28			Bhandup Station(W)	25	
							16.00	0.35		16.15	0.20											Bhandup Station(W)		
	3	3	3	MD	VKD	Bhandup Stn.(W)	6.25	21.55	Kanjurmarg Station(W)	6.05	22.20	3.4	16	19	21	25	20	14	15	18	13	Kanjurmarg Station(W)	20	SH
						Bhandup Stn.(W)	22.10	0.10	Sahyadri Nagar	22.22	23.57													
605	7	6	8	SD	VKD	Bhandup Station(W)	4.35	1.45	Tembipada 	4.15	1.30	2.6	15	16	18	23	5	7	8	9	9	Bhandup Station(W)	25	MS
	6	5	7	MD	VKD	Bhandup Station(W)	4.45	1.45	Tembipada 	4.40	1.30	2.6	15	16	18	23	8	6	8	7	7	Bhandup Station(W)	25	SH
606R	7	6	8	MD	VKD	Bhandup Station(W)	4.50	0.55	Nardas Nagar	5.01	0.38	4.4	21	29	31	34	5	6	7	7	5	Bhandup Station(W)	25	FW
	2	0	0	MD	VKD	Bhandup Station(W)	7.35	11.01	Via Kedare Chowk	7.21	11.11			11			6							MS
607R	6	5	6	MD	VKD	Bhandup Station(W)	5.15	0.55	Tulshetpada	5.00	0.41	5.5	24	28	34	40	14	16	6	6	8	Bhandup Station(W)	25	MS
	2	1	2	MD	VKD	Bhandup Station(W)	7.38	20.25	Milind Nagar	7.49	20.40		12	15				12	25	16		Bhandup Station(W)	25	
	4	4	5	MD	VKD	Bhandup Station(W)	5.45	0.55	Tulshetpada	5.30	0.37	5.5	13	17	15	36	7	13	9	8	8	Bhandup Station(W)	25	SH
608	5	3	5	MD	VKD	Kanjurmarg Station(W)	5.55	0.05	Hanuman Nagar	5.40	23.51	2.2	10	11	13		6	5	7	13	11	Kanjurmarg Station(W)	20	MS
	4	3	4	MD	VKD	Kanjurmarg Station(W)	6.20	0.05	Hanuman Nagar	6.05	23.51	2.2	11	 	15	18	12	9	12	 	9	Kanjurmarg Station(W)	20	SH
609	1	1	1	SD	KLD	Vidyavihar Bus Station	6.35	21.45	Kohinoor Hospital	6.45	21.55	2.0	20	22	 	 		22	22	24	28	Vidyavihar Bus Station	50	MS
610	2	1	2	MD	ANK	Kurla Stn(E)	6.45	19.05	Bunter Bhavan	6.30	19.20	2.4	11	14			13	15	30	15		Kurla Stn(E)	20	MS
	1	1	1	MD	ANK	Kurla Stn(E)	8.12	18.55	Bunter Bhavan	8.00	19.07	2.4	20	25			 	27	27	27		Kurla Stn(E)	20	SH
611	1	1	1	MD	DIN	Poddar Park(Malad-E)	6.20	22.05	Patel Nagar	6.00	21.45	2.3		18				38	38	38		Dindoshi Bus Station	 ---	FW
615	3	3	3	MD	DHD	Santacruz Station(E)	6.25	21.30	Rani Laxmi Chowk	6.40	21.30	7.0	40	45	48	53	28	33	36	36	36	Rani Laxmi Chowk	15	FW
618R	3	3	3	SD	KLD	Santacruz Station(E)	6.25	22.45	Datta Mandir Road	6.37	22.26	2.9	12	13	17		5	11	9	12	11	Santacruz Station(E)	25	MS&HOL
	2	2	3	SD	KLD	Santacruz Station(E)	7.20	22.25	Datta Mandir Road	7.32	22.35	2.9	12	13			9	9	13	9	9	Santacruz Station(E)	25	SUN
619R	1	0	1	MD	KLD	Santacruz Station(E)	7.30	21.00	Vidya Nagari Nehru Library	 --	 --	8.3	45	48	52		 	23	48	24		Santacruz Station(E)	25	MS
621	4	3	4	MD	MLV	Malad Station(W)	6.15	22.40	Ushma Nagar(Malad)	6.00	22.28	3.2	12	17	20	24	14	9	14	12	11	Malad Station(W)	25	MS
	1	2	2	MD	MLV	Malad Station(W)	6.35	22.40	Ushma Nagar(Malad)	6.20	22.26	3.2	12	14	18		27	27	18	19	19	Malad Station(W)	25	SUN
	2	3	3	MD	MLV	Malad Station(W)	6.35	22.40	Ushma Nagar(Malad)	6.20	22.26	3.2	12	17	18		13	18	12	12	12	Malad Station(W)	25	HOL
622R	3	2	3	MD	MLV	Sainath Rd.(Malad-W)	6.50	23.10	Bhoomi Complex	6.30	22.48	9.0	40	50	60		14	17	31	21	21	Sainath Road Malad(W)	15	MS
	2	2	3	MD	MLV	Sainath Rd.(Malad-W)	6.50	23.10	Bhoomi Complex	6.30	22.47	9.0	40	50	60		25	25	20	21	21	Sainath Road Malad(W)	15	SH
624	6	4	6	SD	DIN	Poddar Park(Malad-E)	6.05	1.15	Via Appapada(Anand Nagar)	5.45	0.55	2.7	18	21			10	7	10	8	7	Poddar Park(Malad-E)	25	MS&HOL
	4	4	5	SD	DIN	Poddar Park(Malad-E)	6.05	1.15	Via Appapada(Anand Nagar)	5.45	0.55	2.7	18	21			14	10	10	9	9	Poddar Park(Malad-E)	25	SUN
625	3	3	3	SD	DIN	Poddar Park(Malad-E)	6.25	21.00	Alika Nagar 	6.00	21.25	4.4		24	25		15	17	18	18	19	Poddar Park(Malad-E)	25	FW
627	3	2	3	MD	SD	Andheri Station(W)	6.25	21.25	Moragaon	6.45	21.13	5.0	20	27	32		22	14	20	22	22	Andheri Station(W)	25	MS
						Andheri Station(W)	13.24	15.38	Juhu Bus Stn	13.42	15.17													
	2	1	2	MD	SD	Andheri Station(W)	7.29	21.10	Moragaon	7.49	21.05	5.0	19	29	31		22	29	61	33	33	Andheri Station(W)	25	SH
628R	1	1	1	SD	MGT	Borivli Station(E)	6.25	22.35	Ratan Nagar	6.35	22.45	3.0	10	12					22			Borivli Station(E)	15	FW
629R	2	2	2	SD	MGT	Borivli Station(E)	7.18	22.30	Dheeraj Upvan	7.00	22.10	6.6	16	20			 	16	18	22	 	Borivali Station (E)	15	FW
630	3	2	3	MD	SD	Khar Stn(W)	7.20	21.55	Santacruz Stn(W)	6.50	21.25	3.9	28		30			19	29	20	21	Khar Stn(W)	20	FW
631	2	1	2	MD	KLD	Kurla Stn(W)	7.00	21.55	Kurla Stn(W) ViaMasrani Estate	7.13		1.3	 	25	30			15	13	27	16	Kurla Stn(W)	35	MS
	1	1	1	MD	KLD	Kurla Stn(W)	7.00	21.50	Kurla Stn(W) ViaMasrani Estate	7.13				25	30			25	27	30	30	Kurla Stn(W)		SH
632	1	1	1	SD	KLD	Kurla Stn(W)	7.00	15.55	Sunder Baug	7.15	19.10	2.9	15	18	 		 	32	36	30	30	Kurla Stn(W)	35	FW
663	5	4	5	MD	DNR	Mahul Village	6.30	20.40	Trombay	6.30	21.30	10.6	45	50				18	18	20	20	AnuskatiNagar	10	FW
664	1	1	1	MD	MJS	Agarkar Chowk	6.20	21.20	Samarth Nagar	6.00	20.57	3.5	15	20	 		34	44	44	44	 	Agarkar Chowk	25	FW
700Ltd	15	14	15	SD	MGT	Borivli Stn(E)	5.15	23.25	Thane Stn.(E)	6.15	24.30	29.3	55	90			14	12	14	14	15	Magathane Depot	 --	FW
701LtdR	7	5	7	SD	DIN	Kandivli Bus Station(E)	5.30	22.55	Mira Road(E)	6.10	21.55	29.0	93	105	117		15	18	22	20	23	Kandivli Bus Station(E)	25	MS
	6	6	7	SD	DIN	Kandivli Bus Station(E)	5.30	22.55	Mira Road(E)	6.10	21.55	29.0	93	105	117		15	16	19	18	20	Kandivli Bus Station(E)	25	SH
702Ltd	6	4	6	SD	MGT	Borivli Station(E)	5.40	23.00	Ghodbunder	5.30	23.35	16.6	85	70			15	9	15	12	20	Borivli Station(E)	15	MS
	5	3	5	SD	MGT	Borivli Station(E)	5.55	22.35	Ghodbunder	6.15	23.00	16.6	65	70	80		12	13	14	16	15	Borivli Station(E)	15	SH
703LtdR	11	9	11	SD	MGT	Samata Nagar	6.25	23.00	Mira Road Station	5.40	23.40	26.6	85	96	86	103	10	9	10	12	10	Samata Nagar	15	MS
	8	8	8	SD	MGT	Samata Nagar	6.25	23.00	Mira Road Station	5.50	23.40	26.6	73	93	113		15	12	13	15	15	Samata Nagar	15	SH
705Ltd	6	5	6	SD	MGT	Jay Maharashtra nagar	5.30	22.30	Western Park(Kashigaon)	6.00	23.10	9.8	38	42	45	 	13	15	18	16	16	Magathane Depot	 --	MF
	5	4	5	SD	MGT	Jay Maharashtra nagar	5.30	22.30	Western Park(Kashigaon)	6.00	23.10	9.8	38	42	45	 	16	18	23	19	19	Magathane Depot	 --	SAT,SUN&HOL
706Ltd	12	7	12	SD	MLD	Marol Depot	5.25	22.15	Bhaynder Sttion(E)	6.35	23.35	25.8	75	100			12	16	16	16	20	Marol Depot	 ---	MS
	8	7	8	SD	MLD	Marol Depot	5.45	21.10	Bhayander Station(E)	6.55	22.43	25.8	75	100			20	25	29	26	27	Marol Depot	 	SH
707Ltd	12	11	12	SD	SD	Santacruz Depot	4.45	21.20	Golden Nest	6.05	23.10	31.1	80	110	100	 	16	18	19	17	17	Santacruz Depot 	 ---	MS
						Santacruz Depot	10.33	15.33	Kahimira	12.13	17.13													
	11	11	11	SD	SD	Santacruz Depot	4.45	21.20	Golden Nest	6.05	23.00	31.1	80	 	 	110	16	18	20	20	20	Santacruz Depot 	 ---	SH
708 RLtd	5	5	5	SD	DIN	Damu Nagar Bus Station	6.35	22.10	Ghoddev Naka/Shirdi Junction	7.20	21.20	36.9	45	50	55	 	20	23	23	23	19	Damu Nagar/Dindoshi depot	25	FW
709Ltd	12	11	13	SD	MGT	Magathane Depot	3.30	24.40	Bhayander Station(E)	4.10	1.25	14	80	85	110	130	15	10	10	13	15	Magathane Depot	 --	MF
	12	10	12	SD	MGT	Magathane Depot	3.30	24.45	Bhayander Station(E)	4.10	1.25	14.1	40	43	55	65	14	9	12	9	13	Magathane Depot 	 ---	SAT,SUN&HOL
710Ltd	7	6	6	SD	MGT	Jay Maharashtra nagar	5.20	21.10	Bhayander Station(W)	6.05	22.05	15.0	50	55	65		15	16	22	23		Magathane Depot	 --	FW
711Ltd	1	1	1	SD	GRD	Gorai Creek	10.45	19.30	Global Pagoda	10.50	19.10	3.0	22	24			24	24	26	26		Gorai Creek	35	SUN
718Ltd	15	13	15	SD	DIN	Dindoshi Bus Station	4.45	1.00	Bhayander station (E)	5.30	1.55	17.8	60	65			13	10	10	10	10	Dindoshi Bus Station	 ---	MS
	15	16	18	SD	DIN	Dindoshi Bus Station	4.45	1.00	Bhayander Station(E)	5.30	1.55	17.8	60	65				13	10	10	10	Dindoshi Bus Station	 ---	SH
720Ltd	7	6	7	SD	GRD	P.Thakre Nagar Bus Stn	6.00	20.20	Bhayander Stn(E)	7.20	21.55	18.1	75	85	80	90	22	25	30	27		P.Thakre Nagar Bus Stn	10	FW
SPL-1	9	0	9	DD	CD	Chh.Shivaji Terminus	8.10	20.20	N.C.P.A.	8.25	20.35	5.8	24	30	36	26	 --	2	4	2	 	Chh.Shivaji Terminus	20	MF
	0	3	0	SD	CD																			
	7	7	7	DD	CD	Chh.Shivaji Terminus	8.15	18.55	N.C.P.A.	8.30	19.10	5.8	25	32	27		 -	3	5	5	 ----	Chh.Shivaji Terminus	20	SAT
	7	3	7	DD	CD	Chh.Shivaji Terminus	8.15	19.00	N.C.P.A.	8.30	19.15	5.8	28	30			 --	3	6	4		Chh.Shivaji Terminus	20	HOL
SPL-2	6	0	6	DD	CD	Chh.Shivaji Terminus	8.30	11.00	World Trade Centre	8.49	10.39	10.4	38				 --	5	 --	5	 --	Chh.Shivaji Terminus	20	MF
						Chh.Shivaji Terminus	17.09	18.54	World Trade Centre	16.50	19.15													
	6	0	0	DD	CD	Chh.Shivaji Terminus	8.45	11.09	World Trade Centre	9.04	10.46	10.4	38				 --	6	 	 --		Chh.Shivaji Terminus	20	SAT
SPL-3	1	1	1	SD	CD	Colaba Bus Stn	9.13	19.35	M.Phule Market	8.40	20.15	5.0	30	35	40			20	36	27		Colaba Bus Stn	10	MS
SPL-4	0	0	3	DD	CD	Chh.Shivaji Terminus	17.15	14.20	Free Press Journal Marg	16.55	19.30		28	30						10	10	Colaba Depot		MF
SPL-8	6	0	0	SD	BB	Ahilyabai Holkar Chowk	8.15	10.45	World Trade Centre	8.34	11.04	7.6	38	 			 --	6	 --	10	 ---	Backbay Depot	10	MF
	5	0	0	SD	BB	Ahilyabai Holkar Chowk	8.18	11.31	World Trade Centre	8.37	11.10	7.6	38				 ---	6	13	20	 ---	World Trade Centre	10	SAT
	4	0	0	SD	BB	Ahilyabai Holkar Chowk	8.15	11.46	World Trade Centre	8.34	12.05	7.6	34				 --	10	 	 	 ----	Backbay Depot 		HOL
SPL-9	4	0	4	DD	BB	Ahilyabai Holkar Chowk	8.10	19.40	N.C.P.A.	8.18	19.32	3.5	17	16	17		 --	2	5	2	 --	Backbay Depot 	 ---	MF
	7	0	7	SD	BB																			
	7	2	0	SD	BB	Ahilyabai Holkar Chowk	8.20	18.16	N.C.P.A.	8.27	18.30	3.5	16	17			 --	3	5	9	 --	Backbay Depot 	 ---	SAT
	5	0	4	SD	BB	Ahilyabai Holkar Chowk	8.10	12.10	N.C.P.A.	8.17	11.58	3.5	15	17			 --	3	6	19	 --	Backbay Depot 	 ---	HOL
		 				Ahilyabai Holkar Chowk	13.18	18.27	N.C.P.A.	13.10	18.37													
SPL-12	0	0	6	DD	CD	Chh.Shivaji Terminus	17.15	19.20	Free Press Journal Marg	16.55	19.30	2.9	27	28	30			 	 	5		Chh.Shivaji Terminus	20	MF
AS-1	14	0	14	AC	MUL	Backbay Depot	9.40	20.30	Cadbury Junction Thane	6.55	10.50	42.6	90	140	125		 	15	 ---	20		Backbay Depot/Mulund Depot	 --	MF
						Backbay Depot		 	Cadbury Junction Thane	15.00	17.25													
						Khodadad Circle	 	 	Cadbury Junction Thane	11.40	12.20		90	125									 ---	
						Khodadad Circle	12.50	13.30	Mithaghar(Mulund)	 														
						Backbay Depot	8.35		Mithaghar(Mulund)															
	12	0	12	AC	MUL	Backbay Depot	9.40	20.30	Cadbury Junction Thane	6.55	10.25		90	140								Mulund Depot RP/Backbay		SAT
										15.00	17.25													
						Khodadad Circle	12.50	13.30	Cadbur Junction Thane	11.40	12.20													
	5	0	5	AC	MUL	Backbay Depot	10.00	11.10	Cadbury Junction	7.30	9.30	42.5	 	100	105		 	 		30		Backbay Depot/Mulund Depot		HOL
	5	0	5	AC	MUL	Backbay Depot	16.35	18.35	Cadbury Junction								 	 		30				HOL
AS-2	9	0	9	AC	MGT	Backbay Depot	16.15	18.30	Dahisar Bus Station	7.00	9.30	47.6	115	120			15	25		26		Magathane Depot 	 --	MS
						Backbay Depot	9.05	11.40	Magathane Depot	15.20	16.35													
 	5	0	5	AC	MGT	Backbay Depot 	16.05	18.05	Dahisar Bus Station	7.30	9.30	47.6	120				 	30		30				HOL
AS-3	9	0	9	AC	ANK	N.S.C.I.	9.15	10.20	Cadbury Junction(Thane)	7.40	9.00	33.6	95	100			 	10		20		Anik Depot	 ---	MF
							17.15	19.20																
	8	0	8	AC	ANK	N.S.C.I.	9.15	10.20	Cadbury Junction(Thane)	7.40	9.00	33.6	95	105				10	15	20		Anik Depot	 --	SAT
							17.15	19.20																
	5	5	5	AC	ANK	N.S.C.I.	10.25	12.40	Cadbury Junction(Thane)	9.00	11.15		85	90			 	30	35	35		Anik Depot	 --	SUN
							14.45	17.05		16.15	18.35													
	7	0	7	AC	ANK	N.S.C.I.	9.05	10.25	Cadbury Junction(Thane)	7.40	19.40		85	90			 	20		20		Anik Depot	 --	HOL
							17.15	19.15																
AS-4	10	0	10	AC	OSH	Backbay Depot	9.25	10.25	Oshiwara Depot	7.30	10.20	34.6	105	145	 	 	 	15	 	15	 	Backbay Depot /Oshiwara Dept	 ---	MS
	1	0	1	AC	OSH	Backbay Depot	16.15	18.50	Oshiwara Depot	14.45	15.35													
	7	0	7	AC	OSH	Backbay Depot	9.25	10.25	Oshiwara Depot	7.30	10.20	34.6		105	145			25	25	25		Backbay Depot/Oshiwara Dept	 --	SAT&HOL
	7	0	7	AC	OSH	Backbay Depot	16.15	18.15	Oshiwara Depot	15.00	13.55													
AS- 5	6	0	6	AC	MUL	B.KC.Telephone Exchange	8.40	9.15	Cadbury Junction(Thane)	7.35	10.40	29.4	75	80			 	20	 	25		Mulund Depot	 --	MF&HOL
	 	 	 	 	 	B.KC.Telephone Exchange	17.20	20.15	Cadbury Junction(Thane)	18.35	19.05	 	 	 							 	 		 
							9.20	11.40	Mithaghar(Mulund)	16.25	18.30													
	3	0	3	AC	MUL	B.KC.Telephone Exchange	9.30		Cadbury Junction(Thane)	8.30	10.30		60	70	75							Mulund Depot	 ---	SAT
						B.KC.Telephone Exchange	17.30	19.00	Cadbury Junction(Thane)									40		40				
						B.KC.Telephone Exchange	10.10	11.30	Mithaghar(Mulund)	16.35	18.05													
AS-9	3	0	3	AC	ANK	Dr.S.P.M.Chowk	17.00	18.00	Ghatkopar Stn(E)	8.15	9.25	27.4	90	70	90			30	 			Anik Depot	 ---	MS
						Dr.S.P.M.Chowk	9.35	10.57	Rani Laxmi Chowk	13.50	15.00							35		35			 	
	2	2	2	AC	ANK	Dr.S.P.M.Chowk	17.30	18.05	Ghatkopar Stn(E)	10.00	10.35	27.4	90	70	90			35	35	35	35	Anik Depot	 --	SUN
						Dr.S.P.M.Chowk	11.35	14.40	Rani Laxmi Chowk	13.00	15.55													
A-13Exp	7	0	7	AC	MUL	Backbay Depot	17.00	18.40	Hiranandani Estate(Thane)	7.15	8.40	49.3	120	125	145		 	15		15		Mulund Depot/Backbay Depot	 ---	MF
						Backbay Depot	10.25	11.40	Mithaghar(Mulund)	16.25	17.05													
	2	0	2	AC	MUL	Backbay Depot	18.10	18.50	Lodha Paradise	7.45	8.30	45.3												 
	2	0	2	AC	MUL	Backbay Depot	14.00	18.50	Lodha Paradise	7.45	8.30	45.3	115	120								Mulund Depot	 ---	SAT
	4	0	3	AC	MUL	Backbay Depot	14.30	18.15	Hiranandani Estate(Thane)	7.15	18.45	49.3	120	125			 	30		30		Mulund Depot/Backbay Depot	 ---	 
	4	0	4	AC	MUL	Backbay Depot	17.00	18.30	Hiranandani Estate(Thane)	7.15	8.45	49.3	120	125	145									HOL
						Backbay Depot	10.25	11.40	Mithaghar(Mulund)	16.25	16.55													
	2	0	2	AC	MUL	Backbay Depot	18.10	18.50	Lodha Paradise	7.45	8.30	45.3												 
A-70Exp	9	0	9	AC	MGT	Magathane Depot	6.30	9.05	Mira Road Stn.(E)	12.25	12.40	9.4	90	95				24	 	24		Magathane Depot	 ---	MS
						Magathane Depot	16.40	17.10	Mira Road Stn.(E)	19.00	21.35	9.4												
						N.S.C.I.	11.30	12.36	National Park/Magathane Depot															
						N.S.C.I.			Magathane Depot	16.25	17.25	30.4												
						N.S.C.I.	8.25	11.10	Mira Road Stn.(E)	7.00	12.15	39.8												
						N.S.C.I.	16.50	20.00	Mira Road Stn.(E)	17.15	18.40	39.8	100					30		30				
						N.S.C.I.	20.25		Borivli Stn(E)	 	 	32.3												
	5	0	5	AC	MGT	N.S.C.I.	8.45	14.27	Mira Road Station	7.15	16.02	39.8										Magathane Depot	 --	SH
						N.S.C.I.	17.00	19.30	Mira Road Station	17.20	18.30													
						N.S.C.I.	20.00		Borivli Station(E)			32.3												
						Magathane Depot	6.45	9.13	Mira Road Station	13.30	16.02	9.4												
							16.50	17.27		19.08	21.02													
A-74Exp	2	0	2	AC	OSH	Goregaon Depot	8.00	8.30	Colaba Depot	17.15	17.45	40.3		85	100			20		20		Colaba Depot	 ---	MS&HOL
A-75Exp	2	0	1	AC	MJS	Colaba Depot	9.45	 	Andheri Stn(E)	 	 --	39.3	90	95			 					Majas Depot	 ---	MS&HOL
						Colaba Depot	17.45		Hiranandani Garden's(Powai)	8.00														
						Colaba Depot			Majas Depot	15.50														
A-76Exp	4	0	4	AC	GRD	Colaba Depot	9.35	10.55	Magathane Depot	 	 	45.6	150					20		20		Gorai Depot	 --	MS&HOL
						Colaba Depot			Gorai Depot	7.20	8.20													
						Colaba Depot	17.20	18.20	Gorai Depot	14.45	15.45													
A-77Exp	3	0	3	AC	GRD	Gorai Depot	8.15	9.30	Kurla Tel.Store	9.33	10.48	29.2	73	75			25	30		30		Gorai Depot	 ---	MS&HOL
						Gorai Depot	16.07	17.35	Kurla Tel.Store	17.30	18.45													
AS-302	6	2	6	AC	DHD	Mahim Bus Station	7.55	20.45	Cadbury Junction	7.30	18.56	26.3	95	95				25	33	25		Mahim Bus Station	20	FW
						Bandra Kurla complex		 	Cadbury Junction	19.21	22.20													
AS-388	10	7	10	AC	PD	Poisar Depot	7.05	19.15	Ghatkopar Depot	8.40	21.05	24.4	90	100	105		15	30	30	32		Poisar Depot		MF
	9	6	9	AC	PD	Poisar Depot	7.05	19.15	Gharkopar Depot	8.40	21.05	24.4	90	100	105		23	35		25		Poisar Depot		SAT&HOL
	6	7	8	AC	PD	Poisar Depot	8.15	19.15	Ghatkopar Depot	9.58	21.05	24.4	100	105				25	30	31	27	Poisar Depot		SUN
AS-422	13	11	14	AC	MJS	Agarkar Chowk	7.45	20.55	Mulund Bus Stataion(W)	7.30	21.20	19.1	 	80	85		 ---	15	15	13	 	Agarkar Chowk/Majas Depot	25	MS&HOL
	5	6	7	AC	MJS	Agarkar Chowk	10.35	20.45	Mulund Bus Stn	10.15	21.25	19.1	80	85			 	 	20	25		Agarkar Chowk	25	SUN
AS-440	6	6	6	AC	WD	Wadala Depot 	6.10	20.15	Borivli Stn (E)	7.30	21.50	28.8	75	90	95		30	32	32	34		Wadala Depot 	 --	MS
	5	5	5	AC	WD	Wadala Depot	8.00	20.05	Borivli Stn (E)	9.30	21.45	28.8	90	95				38	38	40				SH
AS-458	9	5	9	AC	GRD	P.T.Nagar Bus Station	7.00	9.44	Mulund Station(W)/Mulund Dep	8.30	 	37.3	90	95				23	46	30	28	P.Thakre Nagar Bus Staion	10	MS&HOL
		 	 	 	 	Gorai Depot	10.05	20.00	Mulund Station(W)	8.30	22.00	37.3												
	7	8	8	AC	GRD	P.T.Nagar Bus Station	8.05	9.38	Mulund Station(W)	9.40	22.00	37.3	90	95			35	33	35	35	32	Gorai Depot		SUN
AS-461	15	9	15	AC	MGT	Mulund Bus Station(W)	7.10	20.10	Borivli Bus Station(W)	7.15	21.30	29.1	95	105	110	115	 	18	19	20	 	Borivli Bus Stn(W)	20	MS&HOL
						Mulund Bus Station(W)	20.40	23.05	Magathane Depot	5.45	7.25													
	11	12	12	AC	MGT	Mulund Bus Station(W)	10.00	21.35	Borivli Bus Station(W)	8.25	21.35	29.1	90	 	95		 ----	15	16	17	17	Borivli Bus Stn(W)	20	SUN
AS-503	8	6	8	AC	WD	Wadala Depot	5.45	20.10	Kalamboli	7.10	21.50	37.5	80	90	95		24	27	32	30		Wadala Depot	 ---	MF&HOL
	7	6	7	AC	WD	Wadala Depot	5.45	20.10	Kalamboli	7.10	21.50	37.5	80	90	95		24	27	32	30		Wadala Depot	 --	SAT
	8	9	9	AC	WD	Wadala Depot	7.30	20.15	Kalamboli	9.00	21.50	37.5	 	90	95		 	24	21	22		Wadala Depot	 ---	SUN
AS-505	11	7	11	AC	SD	Santacruz Depot	5.55	21.10	C.B.D.Belapur Bus Station	7.15	23.00	34.6	90	110			26	33	33	33	33	Santacruz Depot	 ---	MS
	8	7	8	AC	SD	Santacruz Depot	7.30	20.05	C.B.D.Belapur Bus Station	9.05	21.50	34.6	90	100	105			30	23	25		Santacruz Depot	 ---	SH
AS-512	5	4	5	AC	MUL	Mulund Bus Station 	7.00	19.40	Nerul Railway Station	8.20	21.20	33.6	75	90	95	105		32	50	40	40	Mulund Bus Station/MUL	15	FW
AS-524	9	9	9	AC	MGT	Borivli Stn(E)	6.30	17.50	C.B.D.Belapur Bus Station	8.45	20.20	52.3		190	150		30	35	40	35		Magathane Depot	 ---	FW
						Borivli Stn(E)	18.30	19.50	Vashi Bus Stn	20.35	21.50	46.1												
AS-525	9	7	9	AC	DIN	Dindoshi Bus Station	6.30	19.25	L&T Infotech MHAPE	7.50	21.05	30.4	70	90	95		20	21	28	22		Dindoshi Bus Station	 --- 	MF
	7	7	9	AC	DIN	Dindoshi Bus Station	6.30	19.25	L&T Infotech MHAPE	7.45	21.05	30.4	70	90	95		23	27	21	22		Dindoshi Bus Station	 ---	SAT&HOL
	5	5	7	AC	DIN	Dindoshi Bus Station	7.30	19.25	Kopar Khairane	8.55	21.05	30.4	70	90	95		 	35	38	30		Dindoshi Bus Station	 ---	SUN
AS-551	6	0	6	AC	MJS	SEEPZ Village	6.05	8.23	Vashi Bus Stn.	20.30	21.18	29.1	 	85	90	 	 	23		29		Agarkar Chowk	25	MS&HOL
						Agarkar Chowk	8.45	10.21	Vashi Bus Stn.	7.15	11.50	31.8												
						Agarkar Chowk	15.43	19.45	Vashi Bus Stn.	17.15	20.07									22				
	6	0	6	AC	MJS	SEEPZ Village	6.00	8.20	Vashi Bus Stn.	20.30	21.25	31.8		85	90	 		30	 	32		Agarkar Chowk	25	SAT
						Agarkar Chowk	8.45	10.09	Vashi Bus Stn.	7.15	11.39													
						Agarkar Chowk	15.43	19.50	Vashi Bus Stn.	17.18	19.55													
AS-592	10	8	10	AC	DNR	Vasantrao Naik Chowk	7.30	16.53	L&T Infotech MHAPE	8.30	19.10	38.6	110	120	130		 	30	49	30		Deonar Depot	 ---	MS&HOL
						Vasantrao Naik Chowk	17.18	21.25	Kopar Khairane Extn	7.00	8.16													
						Deonar Depot	6.25	7.40	Kopar Khairane Extn	19.20	23.17													
	9	8	10	AC	DNR	Vasantrao Naik Chowk	10.40	20.10	Kopar Khairane Extn	9.00	18.20	38.6	95	100	105			30	35	30		Deonar Depot	 	SUN
						Deonar Depot	8.25	10.20	Kopar Khairane Extn	18.37	21.55													
AS-700	11	9	11	AC	MUL	Kopari Thane(E)	7.00	21.00	Borivli Stn.(E)	7.30	22.25	29.5	 	70	75	85	 	16	30	16	17	Magathane/Kopri Thane(E)	30	MS&HOL
	12	10	12	AC	MUL	Kopari Thane(E)	7.00	21.00	Borivli Stn.(E)	7.30	22.25	29.5	70	75	85		13	14	28	15		Magathane/Kopri Thane(E)	30	SUN
AS-707	6	0	6	AC	SD	Santacruz Depot	6.30	12.35	Maxus Mall,Bhayander(W)	7.45	14.20	31.7	75	105	110		26	37	36	38	 	Santacruz Depot	 ---	MS&HOL
